prompt_id,model,content_type,length_tier,token_count,gold_answer,n_samples_attempted,n_valid_samples,pct_unparseable,answer_mean,answer_sd,answer_variance,answer_cv,frac_correct,mean_logprob_entropy_first_k,mean_answer_token_entropy,n_entropy_first_k_obs,n_answer_token_entropy_obs,low_n_flag
seed_006_relevant_long,openai/gpt-4o-mini,relevant,long,731,4.0,20,4,0.8,11.9175,18.761855585202653,352.007225,1.5743113560060964,0.25,0.5875265452202381,0.10672068384201053,20,4,True
seed_006_relevant_medium,openai/gpt-4.1-mini,relevant,medium,331,4.0,20,8,0.6,3.5,1.4142135623730951,2.0,0.4040610178208843,0.875,0.3345024746154606,2.502878026000816e-05,20,8,False
seed_006_relevant_medium,openai/gpt-4.1-nano,relevant,medium,331,4.0,20,8,0.6,12.0625,17.615815742840702,310.3169642857143,1.4603785071785038,0.25,0.5096658551140261,5.455842323362294e-05,20,8,False
seed_006_relevant_medium,openai/gpt-4o-mini,relevant,medium,331,4.0,20,1,0.95,2.67,,,,,0.603378837870894,0.06439189505413816,20,1,True
seed_006_relevant_short,openai/gpt-4.1-mini,relevant,short,161,4.0,20,20,0.0,4.0,0.0,0.0,0.0,1.0,0.2959469724475503,1.6314136214652974e-05,20,20,False
seed_006_relevant_short,openai/gpt-4.1-nano,relevant,short,161,4.0,20,5,0.75,3.26668,2.7325165446891626,7.466646667,0.8364812423283464,0.0,0.44695144224799427,0.13663674512416332,20,5,False
seed_006_relevant_short,openai/gpt-4o-mini,relevant,short,161,4.0,20,8,0.6,7.293750000000001,13.23984347932946,175.29345535714285,1.8152313253579377,0.125,0.48585820131388,0.03384059921166942,20,8,False
seed_007_bare_bare,openai/gpt-4.1-mini,bare,bare,62,13.0,20,20,0.0,13.0,0.0,0.0,0.0,1.0,0.18511314770079468,8.039898630388264e-07,20,20,False
seed_007_bare_bare,openai/gpt-4.1-nano,bare,bare,62,13.0,20,20,0.0,13.0,0.0,0.0,0.0,1.0,0.34092850259203067,7.022610415946e-05,20,20,False
seed_007_bare_bare,openai/gpt-4o-mini,bare,bare,62,13.0,20,10,0.5,12.2,1.6865480854231356,2.844444444444444,0.13824164634615865,0.8,0.245212591204915,6.643789228199971e-06,20,10,False
seed_007_filler_long,openai/gpt-4.1-mini,filler,long,715,13.0,20,20,0.0,13.0,0.0,0.0,0.0,1.0,0.23104857723349176,1.5930012113511126e-06,20,20,False
seed_007_filler_long,openai/gpt-4.1-nano,filler,long,715,13.0,20,19,0.050000000000000044,13.0,0.0,0.0,0.0,1.0,0.25506463652975014,4.2195276211608156e-05,20,19,False
seed_007_filler_long,openai/gpt-4o-mini,filler,long,715,13.0,20,19,0.050000000000000044,13.0,0.0,0.0,0.0,1.0,0.2298973778034333,5.417721465337625e-06,20,19,False
seed_007_filler_medium,openai/gpt-4.1-mini,filler,medium,318,13.0,20,20,0.0,13.0,0.0,0.0,0.0,1.0,0.22733456237270216,8.390458302015253e-07,20,20,False
seed_007_filler_medium,openai/gpt-4.1-nano,filler,medium,318,13.0,20,20,0.0,13.0,0.0,0.0,0.0,1.0,0.24850299234011014,0.00011792751160847039,20,20,False
seed_007_filler_medium,openai/gpt-4o-mini,filler,medium,318,13.0,20,15,0.25,13.0,0.0,0.0,0.0,1.0,0.21129727105406976,3.5814688431674606e-06,20,15,False
seed_007_filler_short,openai/gpt-4.1-mini,filler,short,150,13.0,20,20,0.0,13.0,0.0,0.0,0.0,1.0,0.22487635056518,6.381887401579803e-07,20,20,False
seed_007_filler_short,openai/gpt-4.1-nano,filler,short,150,13.0,20,20,0.0,13.0,0.0,0.0,0.0,1.0,0.22698917260986534,1.6636059858714286e-05,20,20,False
seed_007_filler_short,openai/gpt-4o-mini,filler,short,150,13.0,20,13,0.35,11.461538461538462,3.7553380809940533,14.1025641025641,0.3276469466639107,0.8461538461538461,0.24483296762701284,7.0271993343930535e-06,20,13,False
seed_007_relevant_long,openai/gpt-4.1-mini,relevant,long,709,13.0,20,18,0.09999999999999998,12.38888888888889,2.592724864350674,6.722222222222221,0.2092782401718033,0.9444444444444444,0.533434250066734,0.0001624099876980578,20,18,False
seed_007_relevant_long,openai/gpt-4.1-nano,relevant,long,709,13.0,20,18,0.09999999999999998,13.0,0.0,0.0,0.0,1.0,0.4649687579066061,0.058717799598602335,20,18,False
seed_007_relevant_long,openai/gpt-4o-mini,relevant,long,709,13.0,20,8,0.6,13.0,0.0,0.0,0.0,1.0,0.6007566415991181,9.86074106409936e-06,20,8,False
seed_007_relevant_medium,openai/gpt-4.1-mini,relevant,medium,318,13.0,20,19,0.050000000000000044,13.0,0.0,0.0,0.0,1.0,0.3436356395900466,2.657998274300453e-06,20,19,False
seed_007_relevant_medium,openai/gpt-4.1-nano,relevant,medium,318,13.0,20,20,0.0,13.0,0.0,0.0,0.0,1.0,0.42134497536178417,5.577360596926261e-05,20,20,False
seed_007_relevant_medium,openai/gpt-4o-mini,relevant,medium,318,13.0,20,6,0.7,11.5,3.6742346141747673,13.5,0.31949866210215366,0.8333333333333334,0.5797462301883718,3.3006987482936325e-05,20,6,False
seed_007_relevant_short,openai/gpt-4.1-mini,relevant,short,136,13.0,20,20,0.0,13.0,0.0,0.0,0.0,1.0,0.39999179470960405,4.782499369705033e-07,20,20,False
seed_007_relevant_short,openai/gpt-4.1-nano,relevant,short,136,13.0,20,19,0.050000000000000044,13.0,0.0,0.0,0.0,1.0,0.44282415154793664,3.605672874255517e-05,20,19,False
seed_007_relevant_short,openai/gpt-4o-mini,relevant,short,136,13.0,20,12,0.4,12.25,2.598076211353316,6.75,0.2120878539880258,0.9166666666666666,0.27920433363122293,8.083418994182752e-06,20,12,False
seed_008_bare_bare,openai/gpt-4.1-mini,bare,bare,53,145.0,20,20,0.0,111.25,38.28133391505303,1465.4605263157894,0.34410187788811714,0.55,0.4286342553507666,0.014587164671127442,20,20,False
seed_008_bare_bare,openai/gpt-4.1-nano,bare,bare,53,145.0,20,19,0.050000000000000044,3781.0526315789475,10930.991184465103,119486568.27485381,2.89099154377557,0.7368421052631579,0.36404523609374656,5.139376552276589e-05,20,19,False
seed_008_bare_bare,openai/gpt-4o-mini,bare,bare,53,145.0,20,13,0.35,116.15384615384616,37.9777262656375,1442.3076923076926,0.3269605572538328,0.6153846153846154,0.46981304528877965,6.490404145582297e-07,20,13,False
seed_008_filler_long,openai/gpt-4.1-mini,filler,long,699,145.0,20,20,0.0,115.0,37.6968517462526,1421.0526315789473,0.3277987108369791,0.6,0.4303880831532273,2.1801441334619607e-05,20,20,False
seed_008_filler_long,openai/gpt-4.1-nano,filler,long,699,145.0,20,15,0.25,7048.666666666667,14362.757110301762,206288791.8095238,2.0376558843708166,0.5333333333333333,0.45917075618969233,0.04692640517402256,20,15,False
seed_008_filler_long,openai/gpt-4o-mini,filler,long,699,145.0,20,19,0.050000000000000044,117.36842105263158,37.169597083751405,1381.578947368421,0.316691634345864,0.631578947368421,0.46930712381318285,1.9186452033884628e-06,20,19,False
seed_008_filler_medium,openai/gpt-4.1-mini,filler,medium,305,145.0,20,20,0.0,951.5,3730.52525580655,13916818.684210526,3.9206781458818183,0.6,0.40386662973832904,1.6662895612982818e-05,20,20,False
seed_008_filler_medium,openai/gpt-4.1-nano,filler,medium,305,145.0,20,17,0.15000000000000002,8110.0,12331.445322832195,152064543.75,1.5205234676735135,0.23529411764705882,0.4380897871883124,0.0030210068951037473,20,17,False
seed_008_filler_medium,openai/gpt-4o-mini,filler,medium,305,145.0,20,17,0.15000000000000002,100.88235294117646,38.047474214691924,1447.610294117647,0.3771469747228937,0.4117647058823529,0.5082947645831681,1.2037973952845099e-06,20,17,False
seed_008_filler_short,openai/gpt-4.1-mini,filler,short,141,145.0,20,20,0.0,111.25,38.28133391505303,1465.4605263157894,0.34410187788811714,0.55,0.4225344747241495,3.2092908443924724e-05,20,20,False
seed_008_filler_short,openai/gpt-4.1-nano,filler,short,141,145.0,20,18,0.09999999999999998,2987.222222222222,8854.912930488697,78409483.00653593,2.964263209016116,0.7777777777777778,0.4724111053821784,0.05044362850392825,20,18,False
seed_008_filler_short,openai/gpt-4o-mini,filler,short,141,145.0,20,16,0.19999999999999996,113.40625,44.10941651167016,1945.640625,0.3889504900450386,0.625,0.5302049413947636,2.2753249912544754e-05,20,16,False
seed_008_relevant_long,openai/gpt-4.1-mini,relevant,long,701,145.0,20,20,0.0,111.25,38.28133391505303,1465.4605263157894,0.34410187788811714,0.55,0.5227125441084464,0.00013591823981111824,20,20,False
seed_008_relevant_long,openai/gpt-4.1-nano,relevant,long,701,145.0,20,10,0.5,8704.0,14707.482562741094,216310043.33333334,1.6897383459031587,0.2,0.5242074588453972,0.012692263265213027,20,10,False
seed_008_relevant_long,openai/gpt-4o-mini,relevant,long,701,145.0,20,12,0.4,120.0,36.92744729379982,1363.6363636363637,0.30772872744833185,0.6666666666666666,0.6325416351495335,1.20223900659074e-06,20,12,False
seed_008_relevant_medium,openai/gpt-4.1-mini,relevant,medium,308,145.0,20,20,0.0,2680.5,8428.73482733166,71043570.78947368,3.1444636550388587,0.5,0.5292855649797084,6.489905749448471e-05,20,20,False
seed_008_relevant_medium,openai/gpt-4.1-nano,relevant,medium,308,145.0,20,13,0.35,17300.0,15840.893151376704,250933895.83333334,0.9156585636633933,0.15384615384615385,0.5316452197667226,9.29743699533205e-06,20,13,False
seed_008_relevant_medium,openai/gpt-4o-mini,relevant,medium,308,145.0,20,14,0.30000000000000004,114.28571428571429,52.03021100421231,2707.142857142856,0.4552643462868577,0.42857142857142855,0.6062976004379252,1.4078770584063979e-05,20,14,False
seed_008_relevant_short,openai/gpt-4.1-mini,relevant,short,143,145.0,20,19,0.050000000000000044,113.42105263157895,38.04429551263411,1447.3684210526314,0.33542534326684365,0.5789473684210527,0.533901009055998,5.326080766285799e-05,20,19,False
seed_008_relevant_short,openai/gpt-4.1-nano,relevant,short,143,145.0,20,14,0.30000000000000004,8653.92857142857,13069.31302687733,170806942.99450547,1.5102173445279405,0.5,0.44269030253182357,0.09832373194954298,20,14,False
seed_008_relevant_short,openai/gpt-4o-mini,relevant,short,143,145.0,20,11,0.44999999999999996,98.18181818181819,48.59386418431483,2361.3636363636356,0.49493750558098437,0.45454545454545453,0.4749586156149995,0.0863756338204689,20,11,False
seed_009_bare_bare,openai/gpt-4.1-mini,bare,bare,77,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.26341257832612786,1.8111216650160024e-06,20,20,False
seed_009_bare_bare,openai/gpt-4.1-nano,bare,bare,77,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.19839041301955185,9.850856019715564e-07,20,20,False
seed_009_bare_bare,openai/gpt-4o-mini,bare,bare,77,70.0,20,19,0.050000000000000044,70.0,0.0,0.0,0.0,1.0,0.3625225911864447,3.3951203239034477e-07,20,19,False
seed_009_filler_long,openai/gpt-4.1-mini,filler,long,724,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.3078263790837852,6.14944308653809e-07,20,20,False
seed_009_filler_long,openai/gpt-4.1-nano,filler,long,724,70.0,20,15,0.25,70.0,0.0,0.0,0.0,1.0,0.199877741152119,4.960905783148639e-07,20,15,False
seed_009_filler_long,openai/gpt-4o-mini,filler,long,724,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.4021485186094579,2.6978921793819683e-07,20,20,False
seed_009_filler_medium,openai/gpt-4.1-mini,filler,medium,332,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.31160404226162497,9.55739238639945e-07,20,20,False
seed_009_filler_medium,openai/gpt-4.1-nano,filler,medium,332,70.0,20,15,0.25,70.0,0.0,0.0,0.0,1.0,0.20873451424482953,6.500316031333375e-07,20,15,False
seed_009_filler_medium,openai/gpt-4o-mini,filler,medium,332,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.3897257461111044,2.4904373198959976e-07,20,20,False
seed_009_filler_short,openai/gpt-4.1-mini,filler,short,159,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.29223767658834915,1.124781708314867e-06,20,20,False
seed_009_filler_short,openai/gpt-4.1-nano,filler,short,159,70.0,20,18,0.09999999999999998,70.0,0.0,0.0,0.0,1.0,0.21557226459437456,1.0758620915766488e-06,20,18,False
seed_009_filler_short,openai/gpt-4o-mini,filler,short,159,70.0,20,17,0.15000000000000002,70.0,0.0,0.0,0.0,1.0,0.37199921985313456,2.298094187639772e-07,20,17,False
seed_009_relevant_long,openai/gpt-4.1-mini,relevant,long,726,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.44538416331993647,5.207823858252916e-06,20,20,False
seed_009_relevant_long,openai/gpt-4.1-nano,relevant,long,726,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.23992093247269758,2.69676241790248e-06,20,20,False
seed_009_relevant_long,openai/gpt-4o-mini,relevant,long,726,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.5433930497287057,7.918790270754071e-07,20,20,False
seed_009_relevant_medium,openai/gpt-4.1-mini,relevant,medium,329,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.3776284046738715,3.947156504917469e-06,20,20,False
seed_009_relevant_medium,openai/gpt-4.1-nano,relevant,medium,329,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.3027987332463798,1.0037552092240032e-06,20,20,False
seed_009_relevant_medium,openai/gpt-4o-mini,relevant,medium,329,70.0,20,19,0.050000000000000044,70.0,0.0,0.0,0.0,1.0,0.5319758310318476,1.0399293595357766e-06,20,19,False
seed_009_relevant_short,openai/gpt-4.1-mini,relevant,short,166,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.47439772122110674,1.4681009840390128e-06,20,20,False
seed_009_relevant_short,openai/gpt-4.1-nano,relevant,short,166,70.0,20,20,0.0,70.0,0.0,0.0,0.0,1.0,0.46703349121921206,3.2065051264777925e-06,20,20,False
seed_009_relevant_short,openai/gpt-4o-mini,relevant,short,166,70.0,20,11,0.44999999999999996,66.36363636363636,12.060453783110544,145.45454545454544,0.1817328652249534,0.9090909090909091,0.5294220290684087,6.382085881884573e-07,20,11,False
seed_010_bare_bare,openai/gpt-4.1-mini,bare,bare,77,240.0,20,20,0.0,240.0,0.0,0.0,0.0,1.0,0.34730518722287457,1.4826663886113015e-05,20,20,False
seed_010_bare_bare,openai/gpt-4.1-nano,bare,bare,77,240.0,20,18,0.09999999999999998,240.0,0.0,0.0,0.0,1.0,0.42596021545251006,0.007295747478982709,20,18,False
seed_010_bare_bare,openai/gpt-4o-mini,bare,bare,77,240.0,20,19,0.050000000000000044,240.0,0.0,0.0,0.0,1.0,0.4433426541798232,1.6393436177256527e-08,20,19,False
seed_010_filler_long,openai/gpt-4.1-mini,filler,long,725,240.0,20,20,0.0,240.0,0.0,0.0,0.0,1.0,0.3591507426101107,2.3006855212169507e-05,20,20,False
seed_010_filler_long,openai/gpt-4.1-nano,filler,long,725,240.0,20,19,0.050000000000000044,240.0,0.0,0.0,0.0,1.0,0.40413140861448565,0.0006981901006174692,20,19,False
seed_010_filler_long,openai/gpt-4o-mini,filler,long,725,240.0,20,19,0.050000000000000044,240.0,0.0,0.0,0.0,1.0,0.4663674549987151,3.0032355536321785e-08,20,19,False
seed_010_filler_medium,openai/gpt-4.1-mini,filler,medium,336,240.0,20,20,0.0,240.0,0.0,0.0,0.0,1.0,0.3668650841074322,7.539615157216655e-06,20,20,False
seed_010_filler_medium,openai/gpt-4.1-nano,filler,medium,336,240.0,20,20,0.0,234.0,26.832815729997478,720.0,0.11467015269229691,0.95,0.4190020629051462,0.0018515510273625746,20,20,False
seed_010_filler_medium,openai/gpt-4o-mini,filler,medium,336,240.0,20,20,0.0,240.0,0.0,0.0,0.0,1.0,0.46463533529771606,3.136533489998238e-08,20,20,False
seed_010_filler_short,openai/gpt-4.1-mini,filler,short,158,240.0,20,20,0.0,240.0,0.0,0.0,0.0,1.0,0.3669405467121001,2.0034111226309438e-05,20,20,False
seed_010_filler_short,openai/gpt-4.1-nano,filler,short,158,240.0,20,20,0.0,240.0,0.0,0.0,0.0,1.0,0.40535756461289996,0.0006124351545767155,20,20,False
seed_010_filler_short,openai/gpt-4o-mini,filler,short,158,240.0,20,19,0.050000000000000044,240.0,0.0,0.0,0.0,1.0,0.4777225511334794,1.9898453133074543e-08,20,19,False
seed_010_relevant_long,openai/gpt-4.1-mini,relevant,long,723,240.0,20,20,0.0,240.0,0.0,0.0,0.0,1.0,0.5547375697479096,3.464266802286031e-06,20,20,False
seed_010_relevant_long,openai/gpt-4.1-nano,relevant,long,723,240.0,20,11,0.44999999999999996,240.0,0.0,0.0,0.0,1.0,0.4530500629643023,0.0927171596148304,20,11,False
seed_010_relevant_long,openai/gpt-4o-mini,relevant,long,723,240.0,20,13,0.35,240.0,0.0,0.0,0.0,1.0,0.5570612622269091,3.4968203375438677e-06,20,13,False
seed_010_relevant_medium,openai/gpt-4.1-mini,relevant,medium,326,240.0,20,20,0.0,240.0,0.0,0.0,0.0,1.0,0.42016870004334733,8.264460014978618e-06,20,20,False
seed_010_relevant_medium,openai/gpt-4.1-nano,relevant,medium,326,240.0,20,18,0.09999999999999998,240.0,0.0,0.0,0.0,1.0,0.42871951717643125,0.00023540583124870385,20,18,False
seed_010_relevant_medium,openai/gpt-4o-mini,relevant,medium,326,240.0,20,15,0.25,256.0,61.96773353931867,3840.0,0.24206145913796356,0.9333333333333333,0.42642916120723784,6.519358731478731e-07,20,15,False
seed_010_relevant_short,openai/gpt-4.1-mini,relevant,short,150,240.0,20,12,0.4,320.0,277.1281292110204,76800.0,0.8660254037844387,0.9166666666666666,0.5359778853447532,5.512791085385284e-06,20,12,False
seed_010_relevant_short,openai/gpt-4.1-nano,relevant,short,150,240.0,20,1,0.95,240.0,,,,,0.5451556812526729,3.312287683600739e-05,20,1,True
seed_010_relevant_short,openai/gpt-4o-mini,relevant,short,150,240.0,20,13,0.35,230.76923076923077,33.282011773513744,1107.6923076923076,0.14422205101855956,0.9230769230769231,0.5072955323080934,5.0682381223120014e-05,20,13,False
seed_011_bare_bare,openai/gpt-4.1-mini,bare,bare,78,8.0,20,20,0.0,8.0,0.0,0.0,0.0,1.0,0.2272062133522658,9.586611963973141e-06,20,20,False
seed_011_bare_bare,openai/gpt-4.1-nano,bare,bare,78,8.0,20,19,0.050000000000000044,8.0,0.0,0.0,0.0,1.0,0.339337910342277,0.00011229040704513974,20,19,False
seed_011_bare_bare,openai/gpt-4o-mini,bare,bare,78,8.0,20,18,0.09999999999999998,7.722222222222222,1.1785113019775793,1.388888888888889,0.15261297435680882,0.9444444444444444,0.4162010351892983,2.1415571176622683e-05,20,18,False
seed_011_filler_long,openai/gpt-4.1-mini,filler,long,733,8.0,20,20,0.0,8.0,0.0,0.0,0.0,1.0,0.2257740199517581,2.7280583932252598e-05,20,20,False
seed_011_filler_long,openai/gpt-4.1-nano,filler,long,733,8.0,20,20,0.0,8.0,0.0,0.0,0.0,1.0,0.3700456491977439,5.89442827135497e-05,20,20,False
seed_011_filler_long,openai/gpt-4o-mini,filler,long,733,8.0,20,20,0.0,8.0,0.0,0.0,0.0,1.0,0.47356502579847487,2.3331509152112436e-05,20,20,False
seed_011_filler_medium,openai/gpt-4.1-mini,filler,medium,326,8.0,20,20,0.0,8.0,0.0,0.0,0.0,1.0,0.21897535494232812,3.511164687710331e-05,20,20,False
seed_011_filler_medium,openai/gpt-4.1-nano,filler,medium,326,8.0,20,20,0.0,8.0,0.0,0.0,0.0,1.0,0.35375744330307535,0.033264454106098074,20,20,False
seed_011_filler_medium,openai/gpt-4o-mini,filler,medium,326,8.0,20,19,0.050000000000000044,8.0,0.0,0.0,0.0,1.0,0.4430045813284796,1.7362513077768403e-05,20,19,False
seed_011_filler_short,openai/gpt-4.1-mini,filler,short,162,8.0,20,20,0.0,8.0,0.0,0.0,0.0,1.0,0.1997641271566845,4.874049242821974e-05,20,20,False
seed_011_filler_short,openai/gpt-4.1-nano,filler,short,162,8.0,20,20,0.0,8.5,2.23606797749979,5.0,0.2630668208823282,0.95,0.3511932138246625,0.029019135536846784,20,20,False
seed_011_filler_short,openai/gpt-4o-mini,filler,short,162,8.0,20,19,0.050000000000000044,8.0,0.0,0.0,0.0,1.0,0.48460388665081994,1.7156341780634667e-05,20,19,False
seed_011_relevant_long,openai/gpt-4.1-mini,relevant,long,728,8.0,20,20,0.0,8.0,0.0,0.0,0.0,1.0,0.47317566679551837,5.359182769841326e-05,20,20,False
seed_011_relevant_long,openai/gpt-4.1-nano,relevant,long,728,8.0,20,17,0.15000000000000002,8.0,0.0,0.0,0.0,1.0,0.4768392553924774,0.0002983535094948884,20,17,False
seed_011_relevant_long,openai/gpt-4o-mini,relevant,long,728,8.0,20,9,0.55,8.0,0.0,0.0,0.0,1.0,0.6277193685703837,2.326873235074951e-05,20,9,False
seed_011_relevant_medium,openai/gpt-4.1-mini,relevant,medium,334,8.0,20,17,0.15000000000000002,8.0,0.0,0.0,0.0,1.0,0.557151600943163,0.0003697904575602588,20,17,False
seed_011_relevant_medium,openai/gpt-4.1-nano,relevant,medium,334,8.0,20,12,0.4,10.0,6.928203230275509,48.0,0.6928203230275509,0.9166666666666666,0.5266531688715793,6.714638158716219e-05,20,12,False
seed_011_relevant_medium,openai/gpt-4o-mini,relevant,medium,334,8.0,20,11,0.44999999999999996,9.0,3.3166247903554,11.0,0.3685138655950444,0.9090909090909091,0.5981370999679796,0.0557289135948352,20,11,False
seed_011_relevant_short,openai/gpt-4.1-mini,relevant,short,162,8.0,20,20,0.0,8.0,0.0,0.0,0.0,1.0,0.3386153715195594,6.830860206503777e-05,20,20,False
seed_011_relevant_short,openai/gpt-4.1-nano,relevant,short,162,8.0,20,20,0.0,8.9,4.024922359499622,16.200000000000003,0.45223846735950807,0.95,0.371216672545028,0.00010946597229681847,20,20,False
seed_011_relevant_short,openai/gpt-4o-mini,relevant,short,162,8.0,20,14,0.30000000000000004,9.5,6.525099468737858,42.57692307692308,0.6868525756566166,0.8571428571428571,0.41467721737741997,0.0012659980537131975,20,14,False
seed_012_bare_bare,openai/gpt-4.1-mini,bare,bare,108,20.0,20,20,0.0,20.0,0.0,0.0,0.0,1.0,0.38076133164113013,4.0797688710174274e-06,20,20,False
seed_012_bare_bare,openai/gpt-4.1-nano,bare,bare,108,20.0,20,20,0.0,20.0,0.0,0.0,0.0,1.0,0.4105333291190153,0.0005751390841722321,20,20,False
seed_012_bare_bare,openai/gpt-4o-mini,bare,bare,108,20.0,20,11,0.44999999999999996,17.727272727272727,5.06144068602822,25.618181818181817,0.285517166904156,0.8181818181818182,0.535979459946894,0.0002673131853288204,20,11,False
seed_012_filler_long,openai/gpt-4.1-mini,filler,long,768,20.0,20,20,0.0,20.0,0.0,0.0,0.0,1.0,0.4084507992240793,3.0935121776290585e-06,20,20,False
seed_012_filler_long,openai/gpt-4.1-nano,filler,long,768,20.0,20,20,0.0,20.0,0.0,0.0,0.0,1.0,0.35665015598712513,0.0001171753372922919,20,20,False
seed_012_filler_long,openai/gpt-4o-mini,filler,long,768,20.0,20,8,0.6,150.0,308.1743476855732,94971.42857142857,2.0544956512371546,0.75,0.43574667877605416,0.06963431339031612,20,8,False
seed_012_filler_medium,openai/gpt-4.1-mini,filler,medium,357,20.0,20,20,0.0,20.0,0.0,0.0,0.0,1.0,0.36467949904221675,2.7171283502632743e-06,20,20,False
seed_012_filler_medium,openai/gpt-4.1-nano,filler,medium,357,20.0,20,19,0.050000000000000044,20.0,0.0,0.0,0.0,1.0,0.36173533741670905,4.379799694979746e-05,20,19,False
seed_012_filler_medium,openai/gpt-4o-mini,filler,medium,357,20.0,20,12,0.4,1518.3333333333333,5190.378920014737,26940033.33333334,3.418471297485008,0.9166666666666666,0.4471249220026746,6.08267570598657e-07,20,12,False
seed_012_filler_short,openai/gpt-4.1-mini,filler,short,195,20.0,20,20,0.0,20.0,0.0,0.0,0.0,1.0,0.361995983005019,3.1789706136478726e-06,20,20,False
seed_012_filler_short,openai/gpt-4.1-nano,filler,short,195,20.0,20,20,0.0,20.0,0.0,0.0,0.0,1.0,0.4013423544688549,0.00013299962303119794,20,20,False
seed_012_filler_short,openai/gpt-4o-mini,filler,short,195,20.0,20,8,0.6,20.0,0.0,0.0,0.0,1.0,0.4660161288456427,6.552597917272898e-07,20,8,False
seed_012_relevant_long,openai/gpt-4.1-mini,relevant,long,755,20.0,20,5,0.75,19.6,0.8944271909999159,0.7999999999999999,0.04563404035713856,0.8,0.5714765957570762,0.10161252818726181,20,5,False
seed_012_relevant_long,openai/gpt-4.1-nano,relevant,long,755,20.0,20,8,0.6,130.0,311.1269837220809,96800.0,2.393284490169853,0.875,0.5330470950382503,0.0029370598120919853,20,8,False
seed_012_relevant_long,openai/gpt-4o-mini,relevant,long,755,20.0,20,2,0.9,11.5,12.020815280171307,144.5,1.0452882852322876,0.5,0.6645715161134266,6.42017901668481e-07,20,2,True
seed_012_relevant_medium,openai/gpt-4.1-mini,relevant,medium,367,20.0,20,15,0.25,1218.6666666666667,4642.416037653958,21552026.666666675,3.809422350372503,0.9333333333333333,0.5541138325016134,0.020647080165648243,20,15,False
seed_012_relevant_medium,openai/gpt-4.1-nano,relevant,medium,367,20.0,20,9,0.55,18.11111111111111,5.666666666666667,32.111111111111114,0.3128834355828221,0.8888888888888888,0.5184026420672991,0.017607570784791797,20,9,False
seed_012_relevant_medium,openai/gpt-4o-mini,relevant,medium,367,20.0,20,1,0.95,300.0,,,,,0.5907395014653778,1.0062897435708911e-07,20,1,True
seed_012_relevant_short,openai/gpt-4.1-mini,relevant,short,173,20.0,20,20,0.0,20.0,0.0,0.0,0.0,1.0,0.3841863488855274,2.2025742684083906e-05,20,20,False
seed_012_relevant_short,openai/gpt-4.1-nano,relevant,short,173,20.0,20,20,0.0,20.0,0.0,0.0,0.0,1.0,0.42426242768451017,8.326863426990556e-05,20,20,False
seed_012_relevant_short,openai/gpt-4o-mini,relevant,short,173,20.0,20,5,0.75,195.6,393.77252316534225,155056.8,2.0131519589230176,0.6,0.49415722071634677,2.1522776186620624e-05,20,5,False
seed_013_bare_bare,openai/gpt-4.1-mini,bare,bare,134,2450.0,20,20,0.0,2450.0,0.0,0.0,0.0,1.0,0.4089647218260547,4.060704664446789e-08,20,20,False
seed_013_bare_bare,openai/gpt-4.1-nano,bare,bare,134,2450.0,20,17,0.15000000000000002,2379.4117647058824,157.18104959867514,24705.882352941175,0.06605878475098832,0.8235294117647058,0.46230948543544353,2.9974260767875687e-06,20,17,False
seed_013_bare_bare,openai/gpt-4o-mini,bare,bare,134,2450.0,20,5,0.75,887.0,1100.6395867857925,1211407.5,1.240856354888154,0.2,0.4401067520994519,0.00022149527073095273,20,5,False
seed_013_filler_long,openai/gpt-4.1-mini,filler,long,790,2450.0,20,20,0.0,2450.0,0.0,0.0,0.0,1.0,0.4609862561796564,2.8308763349249e-08,20,20,False
seed_013_filler_long,openai/gpt-4.1-nano,filler,long,790,2450.0,20,17,0.15000000000000002,2282.3529411764707,412.66707846284373,170294.11764705883,0.1808077405636171,0.7647058823529411,0.47556852911510045,1.5861838967330763e-06,20,17,False
seed_013_filler_long,openai/gpt-4o-mini,filler,long,790,2450.0,20,8,0.6,2450.0,0.0,0.0,0.0,1.0,0.4620410003094058,6.676745893657365e-08,20,8,False
seed_013_filler_medium,openai/gpt-4.1-mini,filler,medium,390,2450.0,20,20,0.0,2450.0,0.0,0.0,0.0,1.0,0.4110555840135931,2.54762312368062e-08,20,20,False
seed_013_filler_medium,openai/gpt-4.1-nano,filler,medium,390,2450.0,20,18,0.09999999999999998,2361.1111111111113,171.11705277859943,29281.04575163398,0.07247310470623033,0.7777777777777778,0.4956298534071014,6.017156588605463e-06,20,18,False
